date,district,headline,source,url,year
2024-07-06,Chennai,Tamil Nadu BSP leader Armstrong murder: 8 suspects arrested in Chennai - The News Minute,The News Minute,https://news.google.com/rss/articles/CBMirwFBVV95cUxPR3d6eXczdmk3QnU4cE9aVFJ0VnVkZFNmRXdkRG9jNnVPclk1TnYza0FIME9kaW9ob25WNi1rWTlfRm5feEJ2YnRiN2lwdkhOU0IzOGdmRTVXWVNjUUlsTVliamJJSkxBSmwydGRsSjUyOHdTaU9rYW1BUEszbUNIejdfWWVfYmMwUkZYVlB1M2Y2YXoxNjBZTHJPS2NNdnpyeXBPbW5jd0U2WXlldTI40gG8AUFVX3lxTFBOeHdHdzM5MHlBTVJoOGlnX1hjNlg1SllVUlMzZzdxODBJdVozZFdXRHFzeHFOeFlzWi1qZjVsNVJZaXktNUZTMUJOX2duekZCUlI2Zk43RHNOc2l2OXNhQ0J2U0tHdUNoVTJWTDF1RnV0U19sN2t0ZjBNUzBMSlRIV2tLT01OUnZ2eHpxNFkwNF82X0N4MW1NX1QtWHREbGJQNVRVd1BhMUdmSHhlZFdNcEpjNGZQaUp0cDBz?oc=5,2024
2024-07-14,Tamil,Tamil Nadu BSP chief K Armstrong's murder accused killed in police encounter - India Today,India Today,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNdi1nU3l3WFJ4V2lWM3htanQxOXd3dnpBT09IT191WUhvSFhteFhhcGs1VjJXUHU0RnlZNTF3R1VMcTZueFBZMmNVT3FQZ1ljNi16d2lXMkM5MHJNcE8ySEN4U2lFV0NWYWZpTG03bmk1LUpIQklUSF9KSHQxbFNESlpLa3lWSi0zZzB4cGZaZEpGbDF4V0NuelZ0UFRhSENhX2hvbEZLdkQzY011Nmw0RlZfVkQtek9XMzR0OVZqNE5zMV9EV1hHWUtuRXVZTllCWEHSAdcBQVVfeXFMTkwxSTFyTTVldXBxY19MQmNtMi1HU1BjRnVQWUotVXhWYzU4VWFXd0l3N2Q3cVhJbjdiaGdfeHdRZHBLSERCb2RFYlZTNEVSLVpqR1l6SGxQckRMR1c1TlFTTG9UczFOdHVoZFZrRnQxRHgtSkFDaHBCb21wWlh5MG1wUGVhRXR6eGlrcmNjNXRSN3RFRTFkeTNUR0VxLVdFYjA5YjdpS0Q2bzctRGI3bUFZelk3d3pESTFvT3h3cXI2WmcwX3RwNjYwNUNpQ2p2Zmp1b1lrQUE?oc=5,2024
2024-07-06,Chennai,Bahujan Samaj Party’s Tamil Nadu chief K Armstrong murdered in Chennai - Scroll.in,Scroll.in,https://news.google.com/rss/articles/CBMipAFBVV95cUxQZFRhU1J6VzlQOHJWdG1xZzdVVjA0NlgyZkxXLWtOX2IwWTc2eXJaQWtiWklqTkdCRjN1RlpxODduVm1Iak5WVGR2Ym1ndTdDOUt4ZE1rTUFCUXFpb29sNWpJbUhabDFucmtTLXVCY2F5eXl2SXh6eXAwekNrbFlzdnNPMzJfdlRnMFd1VFhrZlhPS1FVWDRpZXVTaHpOSFdBN0VHWdIBqgFBVV95cUxOTG1LRzEtVEMwTEF4LUdOQV9sYWtNS0FOZno3Rjg5WWs5MC1GOURVeXFoaEoyZ0dkS2pibjBqYkttMmFUTFQ4UFNURVpQQS1OVzBramUzMXNuN0I3TEdpbzdURlNpcUFCWDU1QlBoeHhVaFhKVjF0NkhhTmlMUjNCMHJGOGpvRndGLUFlSGxaZFZvOHhhblk1dE9iWmliQXZCZG5CQWYyX1p6Zw?oc=5,2024
2024-07-07,Leader,BSP Leader Armstrong Killing Case: Tamil Nadu Police Links Murder To Gangster's Financial Scam - Swarajya,Swarajya,https://news.google.com/rss/articles/CBMixgFBVV95cUxQTFNUSjg4eU5acFFIS250ekJlUlhsZk1MNFdjTzJVWFEtQXhPdDFNRlFqV0hvSlBqNWZyOHBTQThaWEcwT2ZQQ2xhaUhCLW5ZTEhUb2MyOTlwN2tJMlAwQzJybGV1SDVDX2drNWpwT29tVHk1YTEwSHFBWWxRU05fSlhlb2ZwUlljamxlMUNkUXhuOUk5S19ER0VZcy11WVRrcVg5QVFHM1NxeGEzVGp0MUxFdXl4UG1iX2JXX0RoNHFCbU44aVHSAdYBQVVfeXFMUGFUX3hWeU4xTEhjeTc0REhWT3RFWnpuXzNKVlRBWUJISVhyTVRXNUp1bjZOclRxWGNOYWl2RnBReE95d2VVdGdXeXlibWppT0JzMkZNd0Q5NHkzVUo5bURIMVJmd3hFZjlUNzRENHVSSGhGOFpTZnRKWUhIX25zZ1Axelh3RWdJMkxmYUktbjdZVC15YWgzS283Q0NxMG9ZXzhaNjdzSU1iRjRFVG1ZbVVzZEtvTlE5QkZZYnl2U2pVUHB2UWIzZ0FOX0R1R2t6QjFDV01Hdw?oc=5,2024
2024-11-04,Armstrong,How the plan to murder Armstrong was executed - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMitgFBVV95cUxNWGxQWTByRzcxVjh4UW50NnNaM09UNEQ2b01LVXlKSWI3UHY5dzJWd0JPdmNia0VEVmZrazU4QXhKYlJuc3hWNldwRHd5SUtaMnZ3ZFJxd1ZySDVnZlB5SDZwdVNLcTgydmdYQWQwa0lMdWpFMTJIcHlpeDJPZ3pNbWRTRzU3WEpYRG1SXzF3YUR1Y3RFbWYtRzF5ajJzZEVnRjFva1VnNzlBc3ZxMy1OcTZDejBNUdIBvAFBVV95cUxOV3hUR2g4RVQyaXlCSHNRa0RMQWFjS2NBUXctZV9NdXQwRmx2OXZZSTZEbXRZcTVITmtZaVM5ajM4R0tnU0ZhQXh4TzJsR1E3OTBzVVJVd25YNUFGSTY4MHNWTVoyVG5KWGhobUkxT0pLNkIxNkJLc0s1ck9XXy1zTkYzaHBnYURyVlpXdXVkOWgwY193eW5kX0RvQW1uRTg2LVNrX0NFMWNURGY5VUpzZ1Y2UWV0eGljRXN4OA?oc=5,2024
2024-07-28,Opposition,DMK vs Opposition As Two More Political Workers From Tamil Nadu Killed - NDTV,NDTV,https://news.google.com/rss/articles/CBMirwFBVV95cUxOaEgyOFlaSUt2XzRTS1JkNWtwV0oyQllablgxblJwRERXQVlxajJUSEplWDJjOEFPYVF0SGNyTHFqenZrN1hyNVdxNXRJWnZNbGQ4VklCNjJNdDVpUTJjbXlkWmI4M2xrUFNrRTNFaHE3TmxQODVHeEFETzB6S1VKM3VYMS1mRHNseTc0TkUtZDJxVXNSczJNVjV3S1pIT043Z2g1TWpRNFpoTEhSLUZF0gG3AUFVX3lxTFBWbWhsLTdPOURnZDFpUXVZZGZpOEdlQTFiaFVmMzd0akpTRWx1MEFBWmRsa1RZb2xnWjZLNHk5MW5vMzhUOThjOC0xb2V0X1k2Y3dsXzFfZkxoTS0ycy1DN3dfazlLcW05b3lXTEg3SXZFRjRwRGRZdzhSZHNpSUx1Yjd2OUJTTEM1MnQzOTcyWWoyT3FBdzZpZldPcTZXUmFjUmNFRnNJSUdVUDI5dUtSd1dOd2gwSQ?oc=5,2024
2024-07-06,Tamil,"Tamil Nadu BSP chief K Armstrong murder case: Eight arrested, CM Stalin expressed condolences - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi6AFBVV95cUxONmlVall4THNwMDVsMEk0VUExYTltQ2tVbmQ3YnRNR216Z25zcThFNjZ1YmtVLUY1UjNBaDFzczFwbGxfcWkteHBPa3E3dXVSN29ZNnBiWUdBQ1hYaFEyU3F3VE5LTHdScldCdDNNR21ZS3VBTVJraEpyYktZZUVfNi1iQm5ieG9UbzAxeDBnSnp2bFBWQVdRaFV2SXI1ZWR5RjdXb1B1T29EbDJqUUdqQjh6T1hFZmtGeG9fdFV6YVJ0RHFRZmJDT1YyS2wwNjNVUXhxN1VldnFUemwxcjFyc1BDT1NMeDZu0gHvAUFVX3lxTFB4TEtIQmR3MzNPRkk2QWVpMGtnekJrT0ZzeXFRUEQxWGlfX2x3Ukc4TFZOaDZfMVVNZkRqNGVMUVJ3cWoxUTBPTHJVbkVHeXEtNmhQeF9QUEQyc2NyM0lIMEFTYlJpUmtOMVZzYnhOMlY2S1NXMUI0dzlSTzN3TkNlVTcwREM3LXJ3ZGFrREhKazhGby1TbVJJZXppTDFLMkdNZXJlY0Q1OGVBeTMyYlZEZGJ2eVF1UlBFemJ3VmRMUkV5ZDdBdGFQckc2X2k2cGliM2t5VWwzaTRnQnJiVFBrTmFlRDRBa256VHVobTlF?oc=5,2024
2024-09-23,Suspect,Key Suspect In Tamil Nadu BSP Leader's Murder Case Killed In Encounter - NDTV,NDTV,https://news.google.com/rss/articles/CBMisAFBVV95cUxNVGk4WFl6Y3Z5dVZiQUE3dGtLMDkwcE1sZmJqRTV3Z0tnSElsLUs5SXJfZEFrcGR5ZzN5dDdBb1dyTnZsdF92Rm91NnR4VllBSHZmcVczaDJ3dmRaQ0s3dWhoSjFKYVgwVGJfcEJaZU9VUkRHOXRHMWNnXzdyNTdpU0oyVVk2NW13WllHUjR6UEg1SnI2ZTVDZ3hHeXZva1ZtWEVZeGdFNnE5dG8yeFdlbNIBuAFBVV95cUxNeXptaGVYNEZOYkZuWG5seTRKWk9BMGR2WVZmREEtUTU3enJXbUJOODVUczUzaEozMmRVRFF1U2JySGIySnA5YXU0U0VlZUhvMVlZc1QtQnBvTnNXY2M2WnZlMTc3djJUOW02NzZPYnNGUzRMMXBNZUMzcVlTT1FEdzlrM0RER01rLVlWdkQtc1kxR3dQeW15OWJwTjFodkd4cHQtNXYxTXV5b1lYZWhPd3BnZ0NaeFVU?oc=5,2024
2024-11-03,Armstrong,The unravelling of the plot to murder K. Armstrong - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPdXFuMC00LUVWb2wzNkxVeHlBcXd4Umh2TmYtT3RWRWlEUTUwZmxoZmdERFpiSjBiUU14Sk55bUZkbGZZdzFOQUg1VjB1RG5JWk82dkRGU09ldVVYTXNJcUlhaXlxSXlTRGxBZTc3SWdNcF82WHltMF9XakVmMUtvOW83eXJFWHl4eU9pVFV4cG1OY194aWJEcmhyZlJzaEFXdTFXZ2ZvcTZRRk5uUXZvT3BDbkF2OXVmWmJF0gHCAUFVX3lxTFBTT25DX1BxNnUxbTVrZnJHQjdTVnFUTkh3cUlNOFRaLXhZb050V3BKeERSR2MtVUwwWHNNb0hRb0Etd0lldUZ5enI1RGR3NHJBakVNanZQTW51MnIyRGJsb2YzSzdNekZWOVF6dkNuSmlFQW9vTjhybTQ4bk9QMmd4Tmt4WmIyTHpmdDA2QnVKcGNVNGtnRjFFTTloeEptWHpTWVhFZDJFUzFXLWNVZWNUU1dmRXZLUE5UdVZmVVExVDRn?oc=5,2024
2024-07-06,Mayawati,"Mayawati Calls BSP Tamil Nadu Chief Murder ""Brutal"", Appeals For Peace - NDTV",NDTV,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQZk0xclM4b3dFM2VrZHc2blYyV3hTOVk0Y1V4U3RoYWJSX2RtLVc5UWlzMVplS2JhMEVuazBTSkszb0J1ek5oX1Nkb0dBQnJJdDVZSzVBaDI3VTBKMHI2WGR0elRRbWZWNWdYM2hVdHdCTFU4elNJOTM2d1M2S3JEVHBpTEZwa21SX0pYZzVlMDNBd1FuSExVUU1YMDFNZU5wU3cwX05UV1MzTGvSAbMBQVVfeXFMTVJZMnRpQnU1aS1QN0JOSk9DZ2NjTVNjSm5kWlpnQ2dzdGFMOGZoSE9LRnhEbzExNEZTNnM3eXFWU2lzSUVqR205NG1yOFJLNEpIUmJ5YkZ0SUNUcEtseEdSM2ZUd2JiSGJrd1lyVHdUalNOU2ZHbWI4OGdVN2hJSGJ5NTIxRUs5eUIycW5GZnVJdGRlY3JKYVBTaFFMeDNNdmVGMG1CSkF1NTdWMUhxNUFtdEU?oc=5,2024
2024-12-01,Murder-for-gain,Murder-for-gain case of elderly couple in Tamil Nadu’s Rajapalayam cracked after two years - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi2gFBVV95cUxQYUNvczB3dnhTWmw5ZVlUSWFtbFdmWnQ4V25vSUdldGhTMVVIUEhBUzMtNGxWVVpMWkdTeWxtcnQ2ZlpVcXVwV1ZOQnU3el9iZDNxaTVCYlRJS2hfMUhiRjlNSmdXeFplLXQ1bUo4dzBHdmJqd1d5NFV6VE1HTVlfcDk1RVFnS3NSVGtfVmZ2em02YlQxOV9KSmhEaWtTb3lKRlRFcTdGODdZMWIxeW1OMXJESTgxSEFTemZZYXVoTjJHVmVSWUFSazdCUkY1R3dkZENWWkxxVEFEZ9IB4AFBVV95cUxPVldMQUxLSEtVeWdxbHVYN1UwRV9vaVFPODdfYlBEMnBkcHN3MVZYTUpnVlV6WTh1SEpsNHRhQUJvLU1WZnBZUXFJcXBGS1puYWdkU0YzVEpoR3dvaEoybWU0WURwQXFEZzJTb0RtdFR1M2Y1VzExNnRyVkp6RW5MNHJsZ0hpdERQRVBRajdpVERHTlhZQ2JCQndJT0d0QndHSThFcDlJMHFfWENwZWxpYU04MkgxV1FXLUdFM1BVWV9idWdEa1doNTZWVUFRLVduUFhSXzFHSDJNTjVGSm5EMg?oc=5,2024
2024-02-29,Watch,Watch | Tamil Nadu’s dark history of caste-based murder - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMivwFBVV95cUxQVTFPRnR4RjM3OHVYNlU5VTFGYTBkWW82SzJfVXYzczdDdWxGWlZtR0k3cDZvdFRKdTNOb01zQ1BCRDZ5aFlVUllwdkpZZ3BvSmk3NHg1QmtLZlVLeEZpU3AyeDBiR2VsWk1QcWxqRnlvNk5pVXZOZDVFVGFjeE1VX3Jsb3pHa2pOcDVKTUlHNERJTUxPWFBYUEs1bjlfMTVEMUZSWTlGQ1U1VFlncXhNWTZreVFwY1R3UEpEV0h3NNIBxgFBVV95cUxOWm9hQjIwcFkzWFpQLXJGN25ScV92b2tSbVJoeS0wMGMyOTNQcUItREFZeHRremdndTFsa3I4VUJBZXRoeko1SmFPRnR1dnpyWGljSkExdVVZdGlXbUc2WGhTUXo5YjVZa1NQU1FORTM3Umwzdk14TkMtT0RhdHhNdFBLSkNSUDhHQ1piOFY1MTVHemkzakRmRWlYRi0yWTZpTHQwMm5TUjlVSWZEaHowekU4VzB3TFZUREd4VFM5RHJBSzI0ZlE?oc=5,2024
2024-07-09,Tamil,"When a sensational murder shook Tamil Nadu on July 5, another Friday - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOWHA5RVFnVWY4eFFxbFNLUEFqdFc0WGtuMXhqaEFDbGduVWl5YTg0YlhTRWxZck9ZUlRSNFVCQUhTZ09LWEdNbVVFSjBlZUgzZE43MXRtNXdLdE0yMUxOcTN1d3lqV0FUWVlNVjFtQnhqLVI0WjJuYTV0UmlDdk1oMVJJb2VLRmpPZW9Kd3daNURjaFJTVHJJSm5zd2pJVHZXUUtBeXdpbFN5ZFc4QTJPRnFRa0NMWlp6VzYxMXFmM2thUDZuakRUYmF4OWN6ZjNBMGhj0gHaAUFVX3lxTE50c3FOUi1qaUgwQ3c4Y2ZzTlBHNkJOdWxDTmhPOTFNVVdCV1RHWUpMWHUtbzF5YkVycEpTVlVodUFkREUyYzEydUxwNlZnZHFPZl9IN1ZZdFo2VXp3VnprMHlrV1dIMUZ4amlFa1NXQ18tMGdLcElMd3cyLW9KbXlHMkd3Q0NRUXRGV1d4U21obTRDWWZvYl8zamdTUnp6cWlpWWRCeUZyUHJFaW4zWU9XemE1SUVxNzF4eXBQMW9kZzNrUHVYTEsyRVFaYW44WG84MzBnVms5bzNR?oc=5,2024
2024-07-10,Armstrong’s,BSP leader K. Armstrong’s murder sets off revival of Dalit protests in T.N.’s political arena - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi7wFBVV95cUxNYmVBRDZLOThjMVJnbkU4cGJOT3lzOW1tRm5fZnAwdkhMWV9EbUJIS0tSVXVaLXNZY3d1YlBjUFRrQklkNEVtWE5GMWkxVnhLemlNeDI2NlhQdld0bDJQNWNMZGs2SzZvZldzUURFN1ZKMjlEN29UYXNTNEloUExvekxmRjRPYkZaSXdMeTA2YWVfclRES3pwMjZSOTc2bW9tLXNIX1JMQ08zUXlVRTNPZ3NGS2JPenBiRTlZWl9waEFOVzFoU0RVTkJEOHEzaFhpVzdXdTd0MEJpclcxWnZHMVdQMGVFQjc1VDBSLWJqTdIB9gFBVV95cUxOaEo3MlZXVFk3emNhV1JoZlFOclMxNG5ld2UtMGsyWkRGaGVjam92NVY1NE1fN1JKUGw4UVd3V1M3ZWVKNE5IbjFCNnc2dFlITXJtSmFUT1lqUW5odnZ1UVA2b25iMEl2WThDMXp1a2FWSjBDczhoaU1qVkM2bnNXVUtaN3g1cEx0VHdlTWVYbmczdlpGQUYxNGVVX3FkMnJrRmc2amdZMzZJb3dkWDcyd2hXRTRMS0Y3OW0tZTVjTWpXV1FGRmVOTUxQUy05SzR3R0pXcjNfbWVrZXRFSVVuM1Bhd2paekFMR1hOWjNpWHBjQmhFSUE?oc=5,2024
2024-05-15,Coimbatore,Coimbatore City Crime Branch arrests Malayalam film producer Johny Sagariga in cheating case - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi9AFBVV95cUxQWE9lYTh1UXBpTGdrSVZMenZjcVZuYVhHVURqWUxPajY4T0o2eVNuaWNmNVVYRi1jRGFocUFDWk9CNDNsSEFFX0hkWkdBUVYxOGxGQ3VVRmNjc1I5LTZXaWdLRHk5MWI3V1pyU3RSblhySTVMQVA5UnB2ZFRrXzdpSHllS1hYU1hrMUt4UXVLa3pxeHR5YzBnZmF6NS0wek9wZ3V4N3RBYWh1RE9tcmxHUjZoOEExb01zWUtUeE8zNW1FaUQ1RXRTeVNBS3hWclNlUll2M2ZsQ0xnRGRUc2owdnAxUVFGbFNZQ1pkSmRiS0NIOU5F0gH7AUFVX3lxTE11X3NwMk8yVEZOTmdPX3JjYk1xbjNyakt5dnlSc2lsYWJlclh2dWwtWEtVQUhWX1h0N2g2RDlmYWJzS0k0ZEw5VVJ5bk9ycWtlS0RWQ0N4cDRvY1owT1pVVU5pd1M3X1hTSVhPVVI4c2NEZEE1Um9FV1NtOVlZekFYS1NhN3owX2kyZTFrZ0tudHIzUmV0T20xNG10d3pZNjQ1X21UTEFOWkVnTllzaS0tb0ZKNDZzN1hSX1pWYTRGNllURVNIR3J2Z3ZWYnpIMmlJeWdmdXJORW5VcWd0VDZfRl9aZVlQUDVuM1FyRXBDQ3lwS0VYN1NrckpF?oc=5,2024
2024-12-08,Coimbatore,"City Police Commissioner V. Balakrishnan inaugurated a smart crime portal kiosk at the Cyber Crime Police Station in Coimbatore on Saturday. The ₹1.7 lakh kiosk allows users to register complaints, track phishing links, verify phone numbers and vehicle regi - instagram.com",instagram.com,https://news.google.com/rss/articles/CBMiUkFVX3lxTE96V01Vc08xZ1pDSHpXbzFfOFJqNmY1dVhaVy11Zk4wV21pV2g0dTlEbmdmaWpMektjM01vVmVZaEUwVHo0V2JmZV9LUVY1TEtGb0E?oc=5,2024
2024-10-17,Tiruchirappalli,"Notorious criminal, aide and 13 supporters arrested by Trichy police - The Times of India",The Times of India,https://news.google.com/rss/articles/CBMi4wFBVV95cUxNeWFzZGg1dmI4MWNBZWRuLWJIdUJEVzIyV0V0eVF3dTQ1aWFQaVFaWFNndkJHbk5CQlZhV25QZ1NTRjNaaWxvaGIyVW9ONVFuVHdiaXJjNzQwMm1BRzI4Y2o4U1d5NUY3cXFxeldpTG9KUHpzZlYyN25uYXp2djA0emh2RDd3eF9qbzg0SDJoTmdYa0h3cmpmZ0ZNbm5OM0FBVUxaSVQyZUkyOHU2aUtmdkZ0UHhRLWRrQ2dxNzFyX3NQSkYxOWQ2SnJ6cWI1YThXVDlub1lwYVZ4Z0h0aThHSnVVVdIB6AFBVV95cUxPXzB5M3hPOG5CVTFNbTFpT3FSaFpMbW5scVYtV3MzX08zT1JPMGYzWkRSWlNJTGpnRWQyeDNSMmxDQnF5M3I2MndRRUVxTGZ4ZW81RkRKQlgyUjNqSEMxSDRmbWpqbU4yQndXMHB0dHBPdjZ6dkFnWWlLdWVOcXdQcUdOUEE5dDZRVUptcUtZNWF3OGJNYkxEcTk5TmdTMXVlY0I3QW1aU2ZOV0dFbjM3a3JUazBleGNVOHBDSExoQ1M5QVlGNlEzOUY2alIyNWRjYUFuZG5ZellmT3VSSS13d3VqbXlaRFRv?oc=5,2024
2024-04-09,Crime,Crime in India’s largest cities: An analysis - orfonline.org,orfonline.org,https://news.google.com/rss/articles/CBMiigFBVV95cUxOTW84dm9pYVZlZjlLQzlaT21YZ3NNSmRpcVpGOTBwZ2FiR0FrSmNieHBHa0FNM1puSUxtZTNZUHh0WEhtSlBvVjVvTGdGQ2pMd3dtYnpLbE9BX1kzbGtNbkNGNncza2J4cmYxNXllQ3FxZFY3Qjg3cUJtY2RnYTJ2MTdlVlBOOTU3OVE?oc=5,2024
2024-07-04,Salem,Gangster Abu Salem moved out of Taloja prison in Navi Mumbai for transfer to Nashik jail - Deccan Chronicle,Deccan Chronicle,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQdXRjQUd6RlN4WWlxY1NqZ1VzVXRVbkc5Z285ckNDaDhIci02YWtSRXZBYmtzUEtXQmNSRjFLVTh6cmVZWEs3aFpvSTVqaGtOelRWczB1REt5c3p1RjBXMXlyV1l1c3p4OUkyOEpJX285azd5ektQUkljdmw4My1mR2hLVUgyS3pValUxZVRXWUVwVlQ2LWoteHRjVEd6RkRLQkdvT3RQSVhuUER5M2Fsb0FocUdZV2k0UDlkS0EyMG5XdVJYUm1kTnVMNEJtQWVSSFp2Z0p0bGbSAd4BQVVfeXFMUHpYUGc1RlRNWkRrbGlIcWVsY0NjLS1kWWs2anFwYzhMWFMwQjk5Z1lYQWJBbndweVlpcTJKdFhLR2V6dGJqVXZYZm81N3dRSnpmZ29nekxwWU5YUTNDUGJhNnE3d0lDUlRybzEyVlkyRWIxMUQ0bWZlNTFTb2ZSY1piLXFweVlqdHMwM3pnRDh0TFI1a1d3YVpNempVdEtNdzd2ejFjVFUycDh1TWkyazJkQm9iTTBJTjE3bU9wN3V3MUtDWmMwUHhGSmt0WFBLeXM0LU5SNFgxZDNWcTNR?oc=5,2024
2024-05-16,Coimbatore,Coimbatore police arrest Malayalam film producer Johny Sagariga in cheating case - The New Indian Express,The New Indian Express,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNS1VaRFRocjJ1aGR5SEtkRW9UbzRqNTF0MzRuM3NaZDFWSG45UjZVUkhnaDc3TmtSeXNXVTNCYXF1T1pMTnYtWUVDdTlLX182OGp3OUlBbEZnX3hMVHhoOVUwNUJIVGcwMDdzNzVKdWZKTmM4QU5xcGQ3TE5YYW1yM0QzRVlucDNDcXJxNEE5TVoyai1GLUJacXJXNUlzMl9RdjhYMEt4UndobHl1TzdsVEJ1RUNMdFkyZDlDR0tFREZJLUM0SVhDYkVBbW9UM2VhS0tncVJ30gHjAUFVX3lxTFBiOGw3dEhKUENoVUhtUkhlNVlzandjTm9OQm9MZG9NM2xpX19nTEVLN1FEaVhQUkhYblBwVU1pOUxkMGFGcm1NWkpUb1M4X21Jc2ZXNDhzdXhVWlBuSkVwNm0zZlRMdmtpdFlmX3NIT3BydEpLRWtJT2NoUmNYWDZ4c0stSFAwMjh4NmtJNmlDZ1BMblBhMUZnOTkyWkNBUlhLbVJzZnl6X3c4ZDhpTUE5c25fUFJ3YUJfVkJvaFlldTRqV2QxckU2MzJldE9iY19KZGkyeThKWGNueXVPX2JfUmgw?oc=5,2024
2024-07-08,Coimbatore,Coimbatore cybercrime police bust Madhya Pradesh-based group involved in courier scam; three held - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi9wFBVV95cUxNbHlocUkzTWlLb0xzajAwZUhudXhFc0RzaXlKNGt3emh2emFTbXlPdnNKRWFxdmJFLUdqOGNHY09Cby1TdUVYZ0hDZnBJVFNXcHMwVWl0cF9ldmNDYVFtV0NKT0xiNmN2c2h1OGdnWlB4TXVRcmFxa1ZaaUUyajBpSVBXaVFuMUlqY2Q2M3pZT1hZWTRpSE9TcmhuYl85dVduUktYTWtPQ0I0elZvSGFwWEk2U3dFc3daS09Hcl9YdFN2MWJCVUxZQkpGZUpCVi1sTG1aWkRjWGZsVWROelp4MjBERmFhVzBDb3NIbHVJXzJOdE5Fdzdn0gH-AUFVX3lxTE1Ed2hzS0xCTzNwMklXV1FwZ2p5dHY0WjJCTjQwNEN0RFNyTlVKc3BZRGJQZnNSZUJuczNrU3p0MUFLb0VVQTNRMEhELWZOakR5X3pYUmNCanE3d2xvYzlaaHZoNDRYMDZZN0RxUjBKOElrM0JJTGJadHhrTEVndmNFMUJWd0syY1kzRnpMXzlKc1IwX1hjaEl6RUJxRmpseUtqVTZJQUgzOUxUUjdQajJROF82VUxhOVhvVEhwTmRSeTM1UTZDcnk0ek00WVlfa3QxdWFZMzI5d2VKTTBJOEVlS21iWjdObmVZZl9wTUd6aVl3ZEx2Y0ZSa2p2MVFR?oc=5,2024
2024-04-18,Three,Three of family arrested for duping bizman of over 15cr - The Times of India,The Times of India,https://news.google.com/rss/articles/CBMizgFBVV95cUxOaTNMZjFBRUtJR05nMjdXY3dKZXlBaDVBNVIyeEZOSG9mV2tpWjA0ck5NR1ZqbzkyZmNGNXNaODQ4ZFN4N3VBVEQxRThaeGFSVFlEOGYxV1liUVh1SUlETU0zVWp6OF9HaWJHVW5vbmEwWndWTHlvMWRHME80ZV9mTFBhV0phYmdtOWhET2JrM3hMRjVTcWtnLVR1b2xobml6eUpTS1lhSUpXTm5rRVNuaUswclFpeDNIWVJ4U0VPeVZIMWdNRVNKb2REVlBDUdIB0wFBVV95cUxNNm54YWZoNnBXSmRDMF9OYndTV29tdTdvVFJGU0RhQk53eUZjMVVNZHd4RERzb05tbUJEUVlEY2EwZS00MnRxRms0eE1seElJa2JBZmUwcWFkdW92SUVieWxYeUs2ZERHdkNPYU92a01acENnTWU5Rnc4WDFkM01oa2diblJ2MDVkT2g2alpHTlV5cUgwbTBoR0ZzV3BVOE9fZ3Z0dmhRT1drYU1od3BiVHZqNFRuOFZ1MlNPdXBHTmFBckhvRV9RZlNRd2ZZTUh4SHkw?oc=5,2024
2024-12-20,Tirunelveli,Man hacked to death near Tirunelveli court - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMisgFBVV95cUxNTWJXNHlkcWNlWElYYmxiT3F5UU0tM3JVN2NLdWJHUDYzU3kxYnZYTzVQVVk3anVRdW0yZXlVTFlySWs3UVh5SkVMMHpiV3J0YjJubVZOUFllZVRNTzR3aENkZDVxZUFZMnZwVWl5QkVVWnduWFk5WEh2aEs4M2Q4S1RpbFFmUlNHNGJYZDNfRjRLc202QWhJWjhUVElidjV6VTMwNVQwLXlUeDhCMGthLWVB0gG4AUFVX3lxTFA4eGUzdmNsVjg4dUNSeU9oMUJsTW1lUzFlYUZheVhCS1ZGeDlZa3dDYV9ubUR2Tk9LOTY3eWdMVEMtcGRSckdFX2ZZZU1MQmVoeXlPTEJhRk9PQXIyVjk5YU5KVUZ1SXk2UlJTN2NTajhOSlRyWk5HRDV1WnpjMmdHS29zR0h6TlJEd1RES1ZSYVNEV2htV1pVSkNqVVNXR2VQVG5UNVlJaWhtQk1EOVpuSkFoMnpIekM?oc=5,2024
